latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
34.638,-87.084,304.4,1.6,1.3,7/13/2018,330,T,60,6.0NRT,292.9,7.9,N
36.333,-79.833,300.2,1.1,1,7/13/2018,330,T,21,6.0NRT,289.9,3.5,N
37.232,-82.039,305.9,1,1,7/13/2018,330,T,66,6.0NRT,290.1,7.4,N
37.726,-82.512,309.6,1,1,7/13/2018,330,T,78,6.0NRT,291,9.4,N
41.46,-81.677,302.9,1,1,7/13/2018,335,T,52,6.0NRT,292.1,4.9,N
41.366,-84.925,302.8,1,1,7/13/2018,335,T,51,6.0NRT,290.6,5.3,N
41.631,-87.144,306.8,1.2,1.1,7/13/2018,335,T,69,6.0NRT,291.4,8.6,N
41.668,-87.466,312.7,1.2,1.1,7/13/2018,335,T,85,6.0NRT,293.1,13.3,N
48.439,-80.644,318.1,1.3,1.1,7/13/2018,335,T,96,6.0NRT,284.3,26.6,N
48.447,-80.634,319.8,1.3,1.1,7/13/2018,335,T,99,6.0NRT,285,28.7,N
18.934,-70.351,302,2.3,1.5,7/13/2018,325,T,46,6.0NRT,291.5,13.9,N
32.189,-102.009,347.8,1.2,1.1,7/13/2018,510,T,100,6.0NRT,295.9,77.1,N
34.549,-100.071,312.5,1.7,1.3,7/13/2018,510,T,85,6.0NRT,292.5,19.8,N
34.547,-100.089,309.6,1.7,1.3,7/13/2018,510,T,78,6.0NRT,292.5,14.6,N
39.431,-107.044,301.8,1,1,7/13/2018,510,T,44,6.0NRT,284.2,6.4,N
39.43,-107.056,300.4,1,1,7/13/2018,510,T,20,6.0NRT,285.4,5.5,N
40.284,-108.43,302.8,1,1,7/13/2018,510,T,51,6.0NRT,289.9,5.4,N
42.682,-111.587,315.6,1.1,1.1,7/13/2018,510,T,92,6.0NRT,287.4,19.9,N
42.68,-111.6,307,1.1,1.1,7/13/2018,510,T,70,6.0NRT,285.3,12.1,N
26.099,-98.296,306.5,1.7,1.3,7/13/2018,505,T,60,6.0NRT,296.2,9.6,N
26.882,-101.451,309.6,1.1,1.1,7/13/2018,505,T,74,6.0NRT,297.8,6.5,N
26.887,-101.446,310.6,1.1,1.1,7/13/2018,505,T,68,6.0NRT,297.7,7.6,N
26.886,-101.458,315,1.1,1.1,7/13/2018,505,T,89,6.0NRT,298.5,12.1,N
18.927,-70.357,303,1.4,1.2,7/13/2018,610,A,52,6.0NRT,291.5,7.2,N
18.925,-70.344,302.2,1.4,1.2,7/13/2018,610,A,48,6.0NRT,291.6,6.5,N
18.93,-70.351,310.1,1.4,1.2,7/13/2018,610,A,79,6.0NRT,292,13.9,N
39.782,-121.728,301.4,3.1,1.7,7/13/2018,650,T,30,6.0NRT,287.5,18.6,N
19.46,-154.85,325.2,1.3,1.1,7/13/2018,825,T,93,6.0NRT,290.9,30.1,N
19.459,-154.861,312.7,1.3,1.1,7/13/2018,825,T,17,6.0NRT,287.1,13.6,N
19.453,-154.896,322.9,1.3,1.1,7/13/2018,825,T,71,6.0NRT,288.1,25.4,N
19.451,-154.908,325.2,1.3,1.1,7/13/2018,825,T,68,6.0NRT,292.2,27.3,N
19.476,-154.816,321.3,1.2,1.1,7/13/2018,825,T,100,6.0NRT,294.1,21.3,N
19.472,-154.84,432.6,1.3,1.1,7/13/2018,825,T,100,6.0NRT,307.8,0,N
19.47,-154.851,352.4,1.3,1.1,7/13/2018,825,T,100,6.0NRT,293,91.8,N
19.469,-154.863,328.2,1.3,1.1,7/13/2018,825,T,100,6.0NRT,288.7,33.2,N
19.467,-154.875,325.5,1.3,1.1,7/13/2018,825,T,95,6.0NRT,286.1,28.8,N
19.465,-154.886,346,1.3,1.1,7/13/2018,825,T,100,6.0NRT,289.6,71.6,N
19.463,-154.898,392.9,1.3,1.1,7/13/2018,825,T,100,6.0NRT,296.9,294.7,N
19.461,-154.91,500,1.3,1.1,7/13/2018,825,T,100,6.0NRT,322.6,2261,N
19.459,-154.921,350.5,1.3,1.1,7/13/2018,825,T,100,6.0NRT,294.8,83.9,N
19.456,-154.945,314.1,1.3,1.1,7/13/2018,825,T,31,6.0NRT,291.1,15,N
19.488,-154.807,323,1.2,1.1,7/13/2018,825,T,100,6.0NRT,295.7,22.9,N
19.486,-154.818,345.3,1.2,1.1,7/13/2018,825,T,100,6.0NRT,297.4,66.4,N
19.484,-154.83,331.4,1.3,1.1,7/13/2018,825,T,100,6.0NRT,292.7,0,N
19.482,-154.842,326.3,1.3,1.1,7/13/2018,825,T,100,6.0NRT,287.6,31.6,N
19.48,-154.853,355,1.3,1.1,7/13/2018,825,T,100,6.0NRT,288.7,98.6,N
19.478,-154.865,343.3,1.3,1.1,7/13/2018,825,T,100,6.0NRT,290.1,64.2,N
19.477,-154.876,342.6,1.3,1.1,7/13/2018,825,T,100,6.0NRT,294.4,62,N
19.475,-154.888,425.6,1.3,1.1,7/13/2018,825,T,100,6.0NRT,315.9,618.1,N
19.473,-154.9,500,1.3,1.1,7/13/2018,825,T,100,6.0NRT,367.2,2255.8,N
19.471,-154.911,500,1.3,1.1,7/13/2018,825,T,100,6.0NRT,341,2262.3,N
19.469,-154.923,333,1.3,1.1,7/13/2018,825,T,100,6.0NRT,295,39.6,N
19.465,-154.947,322.3,1.3,1.1,7/13/2018,825,T,68,6.0NRT,290.1,25.2,N
19.488,-154.812,338.2,1.2,1.1,7/13/2018,825,T,100,6.0NRT,296.7,50.5,N
19.486,-154.824,334.4,1.2,1.1,7/13/2018,825,T,100,6.0NRT,295.5,0,N
19.484,-154.835,324,1.3,1.1,7/13/2018,825,T,93,6.0NRT,289.5,0,N
19.482,-154.847,340.7,1.3,1.1,7/13/2018,825,T,100,6.0NRT,287.6,59.4,N
19.48,-154.859,346.7,1.3,1.1,7/13/2018,825,T,100,6.0NRT,289.1,73.2,N
19.478,-154.87,344.5,1.3,1.1,7/13/2018,825,T,100,6.0NRT,291.9,66.9,N
19.476,-154.882,356.7,1.3,1.1,7/13/2018,825,T,100,6.0NRT,299.1,103.7,N
19.474,-154.893,500,1.3,1.1,7/13/2018,825,T,100,6.0NRT,342.5,2250.9,N
19.472,-154.905,500,1.3,1.1,7/13/2018,825,T,100,6.0NRT,368.3,2254.9,N
19.471,-154.917,438.1,1.3,1.1,7/13/2018,825,T,100,6.0NRT,310.1,797.4,N
19.469,-154.929,326.9,1.3,1.1,7/13/2018,825,T,87,6.0NRT,292.9,29.6,N
19.496,-154.826,333.3,1.2,1.1,7/13/2018,825,T,100,6.0NRT,294,0,N
19.494,-154.837,370.9,1.3,1.1,7/13/2018,825,T,100,6.0NRT,296.4,0,N
19.492,-154.849,323.7,1.3,1.1,7/13/2018,825,T,98,6.0NRT,287.4,26.7,N
19.49,-154.86,317.7,1.3,1.1,7/13/2018,825,T,73,6.0NRT,286.2,17.3,N
19.488,-154.872,400.5,1.3,1.1,7/13/2018,825,T,100,6.0NRT,295.1,353.6,N
19.486,-154.884,500,1.3,1.1,7/13/2018,825,T,100,6.0NRT,338.1,2247.1,N
19.484,-154.895,500,1.3,1.1,7/13/2018,825,T,100,6.0NRT,345.8,2251.1,N
19.482,-154.907,416.3,1.3,1.1,7/13/2018,825,T,100,6.0NRT,301.6,507.2,N
19.48,-154.919,339.7,1.3,1.1,7/13/2018,825,T,100,6.0NRT,292.8,55.9,N
19.505,-154.827,328.5,1.2,1.1,7/13/2018,825,T,98,6.0NRT,293.9,0,N
19.504,-154.839,352.3,1.3,1.1,7/13/2018,825,T,100,6.0NRT,295.6,89.6,N
19.502,-154.851,333.1,1.3,1.1,7/13/2018,825,T,100,6.0NRT,288.9,41.5,N
19.5,-154.862,335.5,1.3,1.1,7/13/2018,825,T,100,6.0NRT,286.8,46,N
19.498,-154.874,456.7,1.3,1.1,7/13/2018,825,T,100,6.0NRT,301.7,1118.2,N
19.496,-154.885,500,1.3,1.1,7/13/2018,825,T,100,6.0NRT,313.3,2247.5,N
19.494,-154.897,377.5,1.3,1.1,7/13/2018,825,T,100,6.0NRT,293.9,195,N
19.492,-154.909,341.8,1.3,1.1,7/13/2018,825,T,100,6.0NRT,290.4,59.6,N
19.49,-154.921,321.9,1.3,1.1,7/13/2018,825,T,82,6.0NRT,290.1,21,N
19.513,-154.841,327.5,1.3,1.1,7/13/2018,825,T,100,6.0NRT,289.6,32.3,N
19.512,-154.852,357.2,1.3,1.1,7/13/2018,825,T,100,6.0NRT,289,105.9,N
19.51,-154.864,372,1.3,1.1,7/13/2018,825,T,100,6.0NRT,287.8,167.8,N
19.508,-154.876,367.3,1.3,1.1,7/13/2018,825,T,100,6.0NRT,291,146.8,N
19.506,-154.887,347.4,1.3,1.1,7/13/2018,825,T,100,6.0NRT,291.8,75.3,N
19.504,-154.899,334.4,1.3,1.1,7/13/2018,825,T,100,6.0NRT,291,43.7,N
19.502,-154.911,317.2,1.3,1.1,7/13/2018,825,T,85,6.0NRT,290.2,14,N
19.518,-154.878,324.2,1.3,1.1,7/13/2018,825,T,100,6.0NRT,287.9,27.7,N
19.516,-154.889,322.4,1.3,1.1,7/13/2018,825,T,100,6.0NRT,289.5,23.6,N
40.39,-79.846,300.2,1.5,1.2,7/13/2018,745,A,19,6.0NRT,289.5,9.1,N
41.179,-87.851,302.5,1.1,1,7/13/2018,745,A,50,6.0NRT,291.6,5.6,N
33.022,-79.882,307.2,2.3,1.5,7/13/2018,745,A,71,6.0NRT,288.1,23.5,N
34.365,-88.663,300.2,1,1,7/13/2018,745,A,16,6.0NRT,288.7,3.4,N
33.529,-87.082,312.7,1,1,7/13/2018,745,A,85,6.0NRT,293.1,10.3,N
33.098,-86.801,304.7,1,1,7/13/2018,745,A,61,6.0NRT,293,4.8,N
19.6,-92.288,305.1,1,1,7/13/2018,750,A,13,6.0NRT,288.8,4.5,N
19.565,-92.234,311.9,1,1,7/13/2018,750,A,77,6.0NRT,290.9,8.5,N
18.202,-94.005,309.5,1.2,1.1,7/13/2018,750,A,77,6.0NRT,291.5,9.9,N
17.9,-92.49,309.2,1,1,7/13/2018,750,A,77,6.0NRT,286.5,8.5,N
17.849,-93.119,315.2,1.1,1,7/13/2018,750,A,91,6.0NRT,269.2,17.1,N
42.689,-111.589,353.1,1.1,1,7/13/2018,920,A,100,6.0NRT,284,79.1,N
42.687,-111.576,306.4,1.1,1,7/13/2018,920,A,68,6.0NRT,281.6,11.4,N
32.187,-101.995,312.1,3.6,1.8,7/13/2018,925,A,84,6.0NRT,290.1,70.7,N
32.193,-101.997,314.5,3.6,1.8,7/13/2018,925,A,89,6.0NRT,290.3,82.6,N
19.514,-154.865,362.7,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,285.4,751.7,N
19.497,-154.786,343.5,4.2,1.9,7/13/2018,1245,A,100,6.0NRT,289.5,389.6,N
19.505,-154.908,319.1,4.1,1.9,7/13/2018,1245,A,98,6.0NRT,284.9,148.7,N
19.497,-154.869,395.6,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,289.3,1792.1,N
19.48,-154.79,364.5,4.2,1.9,7/13/2018,1245,A,100,6.0NRT,291.5,777.8,N
19.489,-154.913,393.4,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,292.4,1684.2,N
19.48,-154.873,430.8,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,300.9,3857.6,N
19.464,-154.794,352,4.2,1.9,7/13/2018,1245,A,100,6.0NRT,288.5,522.9,N
19.509,-154.87,381.7,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,286.5,1267.5,N
19.493,-154.791,361.8,4.2,1.9,7/13/2018,1245,A,100,6.0NRT,291.1,713.5,N
19.5,-154.913,324.1,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,286,181.4,N
19.492,-154.874,388.9,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,289.8,1513.9,N
19.476,-154.795,378.9,4.2,1.9,7/13/2018,1245,A,100,6.0NRT,293.1,1172.4,N
19.484,-154.918,402.6,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,291.9,2084.3,N
19.476,-154.879,446.4,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,305.8,5196,N
19.459,-154.799,340.6,4.2,1.9,7/13/2018,1245,A,100,6.0NRT,286.7,346,N
19.468,-154.923,373.6,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,289.8,1002.6,N
19.459,-154.882,389.8,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,293.4,1549.9,N
19.451,-154.842,325,4.2,1.9,7/13/2018,1245,A,100,6.0NRT,285.5,175.3,N
19.465,-154.932,324.6,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,288.1,182.5,N
19.456,-154.891,354.6,4.1,1.9,7/13/2018,1245,A,100,6.0NRT,290.9,578.6,N
19.448,-154.85,323.4,4.2,1.9,7/13/2018,1245,A,100,6.0NRT,286.1,169,N
45.835,-73.252,305.5,1.5,1.2,7/13/2018,1530,T,27,6.0NRT,284.4,7,D
44.86,-73.633,315.2,1.6,1.2,7/13/2018,1530,T,72,6.0NRT,296.5,17.5,D
42.544,-71.599,318.2,1.2,1.1,7/13/2018,1530,T,43,6.0NRT,304.2,10.4,D
41.248,-76.914,309.2,2.2,1.4,7/13/2018,1530,T,29,6.0NRT,293.1,14.9,D
40.555,-73.921,313.9,1.4,1.2,7/13/2018,1530,T,37,6.0NRT,301.9,17.2,D
19.486,-71.871,312.6,1.2,1.1,7/13/2018,1535,T,50,6.0NRT,291.8,7,D
18.531,-69.289,317.9,1.7,1.3,7/13/2018,1535,T,45,6.0NRT,291.7,24.7,D
18.519,-69.291,317,1.7,1.3,7/13/2018,1535,T,50,6.0NRT,290.8,22.6,D
18.648,-71.518,311.1,1.2,1.1,7/13/2018,1540,T,22,6.0NRT,293.5,9.7,D
17.89,-71.464,326.9,1.3,1.1,7/13/2018,1540,T,80,6.0NRT,297.7,24.3,D
33.097,-95.438,354.1,1,1,7/13/2018,1715,T,97,6.0NRT,299.8,60.6,D
33.096,-95.427,327.5,1,1,7/13/2018,1715,T,77,6.0NRT,299.8,14.5,D
32.674,-93.396,324.5,1.1,1.1,7/13/2018,1715,T,77,6.0NRT,298.9,19.3,D
32.25,-92.058,320.3,1.3,1.1,7/13/2018,1715,T,67,6.0NRT,300.1,14.3,D
31.687,-89.136,315,2,1.4,7/13/2018,1715,T,58,6.0NRT,297.9,18,D
32.662,-95.188,317.1,1,1,7/13/2018,1715,T,51,6.0NRT,299.5,6.9,D
32.378,-94.964,316,1,1,7/13/2018,1715,T,53,6.0NRT,297.3,7.1,D
32.377,-94.954,317.1,1,1,7/13/2018,1715,T,58,6.0NRT,298.3,8.2,D
30.48,-86.529,309.1,3.2,1.7,7/13/2018,1715,T,0,6.0NRT,293.2,42.2,D
31.393,-92.294,314.7,1.3,1.1,7/13/2018,1715,T,64,6.0NRT,299.4,10.4,D
31.893,-96.218,329.6,1,1,7/13/2018,1715,T,73,6.0NRT,303.4,16.8,D
30.829,-94.756,324,1.1,1,7/13/2018,1715,T,76,6.0NRT,297.6,17.2,D
30.827,-94.745,337.3,1.1,1,7/13/2018,1715,T,88,6.0NRT,298,35.8,D
30.533,-94.702,325.2,1.1,1,7/13/2018,1715,T,78,6.0NRT,298.2,18.8,D
30.532,-94.691,338.9,1.1,1,7/13/2018,1715,T,89,6.0NRT,298.9,38.9,D
30.126,-95.88,318,1,1,7/13/2018,1715,T,65,6.0NRT,297.7,9.1,D
28.327,-106.203,330.2,3.1,1.7,7/13/2018,1715,T,76,6.0NRT,303.9,74.7,D
24.789,-99.232,328.3,1,1,7/13/2018,1715,T,73,6.0NRT,309.6,10.3,D
22.933,-99.062,322.6,1,1,7/13/2018,1715,T,63,6.0NRT,302.9,9.4,D
22.923,-99.06,320.6,1,1,7/13/2018,1715,T,48,6.0NRT,302.3,7.7,D
22.77,-98.196,330.4,1,1,7/13/2018,1715,T,36,6.0NRT,305.7,16.7,D
22.548,-98.38,332.4,1,1,7/13/2018,1715,T,72,6.0NRT,302.3,19.4,D
22.546,-98.37,329.5,1,1,7/13/2018,1715,T,50,6.0NRT,303.7,14.3,D
21.876,-98.633,331.7,1,1,7/13/2018,1715,T,81,6.0NRT,301.7,20.6,D
21.874,-98.624,323.5,1,1,7/13/2018,1715,T,63,6.0NRT,300.3,10.3,D
21.868,-98.644,337.5,1,1,7/13/2018,1715,T,86,6.0NRT,303.3,29.5,D
20.832,-100.424,322.1,1.1,1,7/13/2018,1715,T,24,6.0NRT,304.8,6.9,D
20.562,-100.26,320.3,1,1,7/13/2018,1715,T,27,6.0NRT,301.6,6.9,D
20.613,-101.237,317.5,1.1,1.1,7/13/2018,1715,T,63,6.0NRT,299.5,9.8,D
20.386,-102.951,313.5,1.4,1.2,7/13/2018,1715,T,59,6.0NRT,297,8.9,D
19.611,-99.222,322.9,1,1,7/13/2018,1715,T,58,6.0NRT,298.6,10.6,D
19.395,-98.086,319.3,1,1,7/13/2018,1715,T,69,6.0NRT,300.5,9.7,D
19.28,-98.421,318.3,1,1,7/13/2018,1715,T,52,6.0NRT,301,6,D
19.214,-98.409,315.9,1,1,7/13/2018,1715,T,46,6.0NRT,300.8,6.2,D
19.209,-98.381,314.8,1,1,7/13/2018,1715,T,63,6.0NRT,300.7,6.9,D
19.165,-98.388,315.5,1,1,7/13/2018,1715,T,35,6.0NRT,299.7,5.4,D
19.115,-98.246,322.7,1,1,7/13/2018,1715,T,73,6.0NRT,303.3,10.8,D
19.113,-98.236,322.8,1,1,7/13/2018,1715,T,67,6.0NRT,300,10.6,D
19.29,-99.547,322.9,1,1,7/13/2018,1715,T,40,6.0NRT,302.3,9.1,D
17.595,-99.174,316.7,1,1,7/13/2018,1715,T,56,6.0NRT,302.1,7.8,D
17.564,-99.398,316.3,1,1,7/13/2018,1715,T,46,6.0NRT,301.4,6.1,D
43.556,-84.657,315.8,1.9,1.4,7/13/2018,1710,T,69,6.0NRT,295.6,20.2,D
43.551,-84.634,323.3,1.9,1.4,7/13/2018,1710,T,78,6.0NRT,295.3,39.5,D
42.249,-84.51,311.2,2.1,1.4,7/13/2018,1710,T,28,6.0NRT,295.5,11.7,D
42.601,-88.718,313.1,1.3,1.1,7/13/2018,1710,T,54,6.0NRT,298.4,7.6,D
42.566,-90.691,319.6,1.1,1,7/13/2018,1710,T,52,6.0NRT,301.3,10.4,D
41.547,-85.798,318.5,1.9,1.3,7/13/2018,1710,T,51,6.0NRT,301.8,18.1,D
41.971,-90.108,321.9,1.1,1.1,7/13/2018,1710,T,0,6.0NRT,307.6,12.5,D
40.286,-84.196,313.6,2.5,1.5,7/13/2018,1710,T,39,6.0NRT,298.5,22.8,D
41.446,-90.562,320.8,1.1,1.1,7/13/2018,1710,T,30,6.0NRT,306,9.5,D
41.45,-91.024,319.8,1.1,1,7/13/2018,1710,T,38,6.0NRT,304.9,8.1,D
39.645,-86.833,314.5,1.8,1.3,7/13/2018,1710,T,37,6.0NRT,301.1,15.3,D
39.68,-91.411,321.5,1.1,1,7/13/2018,1710,T,61,6.0NRT,304.8,8.5,D
39.974,-93.729,328.8,1,1,7/13/2018,1710,T,68,6.0NRT,302.6,12.6,D
39.345,-90.048,315.9,1.2,1.1,7/13/2018,1710,T,61,6.0NRT,301.1,9.5,D
39.479,-92.495,320.5,1,1,7/13/2018,1710,T,23,6.0NRT,302.9,7.2,D
39.102,-97.69,348.5,1.2,1.1,7/13/2018,1710,T,92,6.0NRT,302.3,55,D
36.864,-88.354,314.3,1.7,1.3,7/13/2018,1710,T,38,6.0NRT,298.5,13.1,D
37.492,-92.158,320.4,1.1,1,7/13/2018,1710,T,55,6.0NRT,299.3,9.5,D
37.23,-92.698,317.6,1.1,1,7/13/2018,1710,T,41,6.0NRT,298.7,5.4,D
36.212,-89.919,320.1,1.4,1.2,7/13/2018,1710,T,52,6.0NRT,303,16.9,D
36.237,-90.108,318.2,1.4,1.2,7/13/2018,1710,T,51,6.0NRT,301.1,14.1,D
36.643,-92.729,356.4,1.1,1,7/13/2018,1710,T,98,6.0NRT,303.2,74,D
36.641,-92.718,376.4,1.1,1,7/13/2018,1710,T,100,6.0NRT,307,142.4,D
35.615,-88.829,317.6,1.7,1.3,7/13/2018,1710,T,45,6.0NRT,300.9,19,D
34.71,-84.955,309.1,3.2,1.7,7/13/2018,1710,T,34,6.0NRT,292.9,27.3,D
34.712,-84.961,309,3.2,1.7,7/13/2018,1710,T,33,6.0NRT,292.9,29.2,D
35.644,-89.936,320.1,1.5,1.2,7/13/2018,1710,T,60,6.0NRT,300.6,16.5,D
36.318,-94.255,320.6,1,1,7/13/2018,1710,T,47,6.0NRT,302.4,6.6,D
35.557,-90.286,316.3,1.4,1.2,7/13/2018,1710,T,58,6.0NRT,299.6,11.5,D
35.454,-91.033,321.3,1.3,1.1,7/13/2018,1710,T,36,6.0NRT,302.7,14.4,D
35.263,-91.349,320.4,1.3,1.1,7/13/2018,1710,T,47,6.0NRT,302.5,11.9,D
34.922,-90.004,318.8,1.5,1.2,7/13/2018,1710,T,50,6.0NRT,301.2,13.7,D
35.422,-94.441,320.5,1,1,7/13/2018,1710,T,29,6.0NRT,303.9,8.2,D
34.699,-90.303,318.8,1.5,1.2,7/13/2018,1710,T,57,6.0NRT,300,14.9,D
34.724,-90.556,315,1.4,1.2,7/13/2018,1710,T,38,6.0NRT,298.2,11.1,D
34.83,-91.704,320.3,1.2,1.1,7/13/2018,1710,T,52,6.0NRT,303.8,11.1,D
34.163,-88.704,311.7,1.9,1.3,7/13/2018,1710,T,47,6.0NRT,294.8,11.8,D
34.372,-90.109,318.9,1.5,1.2,7/13/2018,1710,T,39,6.0NRT,299.6,16.5,D
35.583,-98.115,331.5,1.2,1.1,7/13/2018,1710,T,76,6.0NRT,307,12.5,D
34.213,-90.2,317.4,1.5,1.2,7/13/2018,1710,T,56,6.0NRT,298.2,15.1,D
34.567,-92.52,322.2,1.1,1.1,7/13/2018,1710,T,73,6.0NRT,305.1,10.4,D
34.282,-91.008,317.7,1.4,1.2,7/13/2018,1710,T,56,6.0NRT,298.9,12.3,D
34.095,-91.635,320,1.3,1.1,7/13/2018,1710,T,42,6.0NRT,300.4,14.4,D
32.102,-83.406,307.5,4.7,2,7/13/2018,1710,T,46,6.0NRT,280.2,49.1,D
33.396,-89.25,317.2,1.8,1.3,7/13/2018,1710,T,34,6.0NRT,298.5,20.9,D
32.103,-83.413,307.9,4.7,2,7/13/2018,1710,T,53,6.0NRT,279.9,54,D
33.714,-91.351,322.8,1.3,1.1,7/13/2018,1710,T,32,6.0NRT,300.1,18.6,D
33.42,-91.386,313.9,1.4,1.2,7/13/2018,1710,T,32,6.0NRT,295.8,9.8,D
33.417,-91.372,315.8,1.4,1.2,7/13/2018,1710,T,54,6.0NRT,295.7,12,D
32.932,-91.109,314.7,1.4,1.2,7/13/2018,1710,T,0,6.0NRT,298.1,10.7,D
32.899,-90.991,314.9,1.5,1.2,7/13/2018,1710,T,47,6.0NRT,297.2,11.2,D
33.704,-95.992,359.7,1,1,7/13/2018,1710,T,99,6.0NRT,300,75.8,D
33.703,-95.982,363.5,1,1,7/13/2018,1710,T,100,6.0NRT,300.1,86.7,D
44.098,-75.58,309.3,3.6,1.8,7/13/2018,1710,A,63,6.0NRT,288.5,46.9,D
48.989,-65.648,305.9,1,1,7/13/2018,1715,A,16,6.0NRT,293,3.2,D
47.863,-118.435,332.5,1.1,1,7/13/2018,1845,T,0,6.0NRT,313.6,16.3,D
47.504,-117.779,323.9,1,1,7/13/2018,1845,T,49,6.0NRT,311.3,5.7,D
47.27,-123.134,312.3,1.7,1.3,7/13/2018,1850,T,27,6.0NRT,299.4,11.2,D
46.048,-114.951,319.8,1,1,7/13/2018,1850,T,69,6.0NRT,309.6,12.7,D
45.894,-118.347,333.3,1,1,7/13/2018,1850,T,57,6.0NRT,318.3,10.9,D
45.972,-119.104,331.4,1.1,1,7/13/2018,1850,T,35,6.0NRT,319.5,17.4,D
42.689,-111.596,331.4,1.5,1.2,7/13/2018,1850,T,73,6.0NRT,311.2,34.8,D
42.686,-111.578,331.6,1.5,1.2,7/13/2018,1850,T,78,6.0NRT,312.9,35.6,D
36.405,-119.048,338.3,1,1,7/13/2018,1850,T,79,6.0NRT,309.6,19.4,D
36.403,-119.037,331.1,1,1,7/13/2018,1850,T,62,6.0NRT,308.9,9.6,D
34.261,-111.197,313.6,2.6,1.6,7/13/2018,1850,T,46,6.0NRT,292.6,24.4,D
32.555,-115.027,333.9,1.6,1.3,7/13/2018,1850,T,71,6.0NRT,310.3,30.8,D
32.427,-114.906,337.7,1.7,1.3,7/13/2018,1850,T,77,6.0NRT,307.9,41.2,D
32.423,-114.889,330,1.7,1.3,7/13/2018,1850,T,49,6.0NRT,307.8,20.1,D
32.425,-114.894,336.6,1.7,1.3,7/13/2018,1850,T,76,6.0NRT,307.8,37.8,D
30.947,-83.596,318.8,1,1,7/13/2018,1845,A,64,6.0NRT,298.6,7.4,D
31.146,-87.985,316.1,1.5,1.2,7/13/2018,1845,A,47,6.0NRT,301.4,13.1,D
32.112,-85.589,315.4,1.1,1,7/13/2018,1845,A,56,6.0NRT,297.5,7.7,D
31.656,-89.177,317.2,1.7,1.3,7/13/2018,1845,A,33,6.0NRT,300.1,14.7,D
33.175,-87.257,317.6,1.2,1.1,7/13/2018,1845,A,39,6.0NRT,300.1,10.7,D
32.672,-93.396,311.3,3,1.7,7/13/2018,1850,A,58,6.0NRT,291.7,31.1,D
32.672,-93.403,312.4,3,1.7,7/13/2018,1850,A,59,6.0NRT,291.2,33.3,D
33.8,-90.488,314.4,1.8,1.3,7/13/2018,1850,A,63,6.0NRT,295.4,13.4,D
34.165,-88.708,315.9,1.4,1.2,7/13/2018,1850,A,52,6.0NRT,299.8,9.4,D
33.714,-91.361,316,2.1,1.4,7/13/2018,1850,A,44,6.0NRT,297.5,18.5,D
33.195,-93.779,317.1,3.1,1.7,7/13/2018,1850,A,46,6.0NRT,296.9,43.3,D
34.208,-90.21,318,1.7,1.3,7/13/2018,1850,A,65,6.0NRT,299,16.3,D
34.208,-90.195,318,1.7,1.3,7/13/2018,1850,A,43,6.0NRT,298,15.7,D
34.365,-90.115,317.7,1.7,1.3,7/13/2018,1850,A,48,6.0NRT,297.9,20,D
34.277,-91.021,314.7,1.9,1.4,7/13/2018,1850,A,41,6.0NRT,295.4,12.9,D
34.104,-91.918,313.3,2.2,1.4,7/13/2018,1850,A,49,6.0NRT,295.7,19.6,D
34.425,-92.042,316.8,2.2,1.4,7/13/2018,1850,A,49,6.0NRT,297,24,D
35.052,-89.576,315.8,1.5,1.2,7/13/2018,1850,A,32,6.0NRT,300,15.2,D
34.252,-93.594,320.4,2.8,1.6,7/13/2018,1850,A,72,6.0NRT,296.7,51,D
34.254,-93.599,318.2,2.8,1.6,7/13/2018,1850,A,69,6.0NRT,296.8,40,D
35.365,-88.192,319.2,1.3,1.1,7/13/2018,1850,A,0,6.0NRT,304,15.4,D
34.629,-92.093,321.1,2.2,1.4,7/13/2018,1850,A,69,6.0NRT,299.7,34.3,D
34.871,-91.108,315.9,1.9,1.3,7/13/2018,1850,A,62,6.0NRT,298.6,16.8,D
35.771,-86.328,320.2,1.1,1,7/13/2018,1850,A,69,6.0NRT,305.3,6.5,D
35.169,-90.479,316.9,1.7,1.3,7/13/2018,1850,A,61,6.0NRT,298.6,17.9,D
35.612,-88.828,320.1,1.3,1.1,7/13/2018,1850,A,28,6.0NRT,301.2,17.6,D
36.188,-86.394,317.5,1.1,1,7/13/2018,1850,A,35,6.0NRT,303.2,5.6,D
36.186,-86.406,318.8,1.1,1,7/13/2018,1850,A,39,6.0NRT,305,6.4,D
36.182,-86.429,321.2,1.1,1,7/13/2018,1850,A,51,6.0NRT,306.2,7.9,D
