latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
19.488,-154.828,367.1,2,1.4,7/15/2018,810,T,100,6.0NRT,293.1,297.3,N
19.485,-154.847,397.6,2,1.4,7/15/2018,810,T,100,6.0NRT,296.6,661.4,N
19.481,-154.865,337.8,2,1.4,7/15/2018,810,T,100,6.0NRT,288.7,101.9,N
19.5,-154.831,367.5,2,1.4,7/15/2018,810,T,100,6.0NRT,292.3,297.8,N
19.497,-154.849,440.9,2,1.4,7/15/2018,810,T,100,6.0NRT,302,1674.2,N
19.494,-154.868,449.7,2,1.4,7/15/2018,810,T,100,6.0NRT,303.5,1981,N
19.49,-154.886,455.2,2,1.4,7/15/2018,810,T,100,6.0NRT,300.6,2203.6,N
19.487,-154.905,332.2,2,1.4,7/15/2018,810,T,100,6.0NRT,283.1,88.9,N
19.513,-154.833,321.4,2,1.4,7/15/2018,810,T,76,6.0NRT,289.6,49.2,N
19.509,-154.852,440.7,2,1.4,7/15/2018,810,T,100,6.0NRT,300.4,1666.8,N
19.506,-154.87,456.2,2,1.4,7/15/2018,810,T,100,6.0NRT,300.1,2232.1,N
19.503,-154.889,374.2,2,1.4,7/15/2018,810,T,100,6.0NRT,291.3,363.4,N
19.499,-154.908,326.3,2,1.4,7/15/2018,810,T,95,6.0NRT,287.7,67.1,N
19.496,-154.926,317.1,2.1,1.4,7/15/2018,810,T,23,6.0NRT,283,44.8,N
19.522,-154.854,320,2,1.4,7/15/2018,810,T,88,6.0NRT,288.9,44.4,N
19.518,-154.873,343.9,2,1.4,7/15/2018,810,T,100,6.0NRT,288.6,130.7,N
19.515,-154.892,314,2,1.4,7/15/2018,810,T,52,6.0NRT,289.3,27.1,N
19.53,-154.876,311.3,2,1.4,7/15/2018,810,T,75,6.0NRT,288.5,21.3,N
42.684,-111.595,317,1.4,1.2,7/15/2018,910,A,94,6.0NRT,284.3,29.2,N
42.683,-111.578,318,1.4,1.2,7/15/2018,910,A,96,6.0NRT,283.9,30.4,N
40.885,-115.672,306.1,2.2,1.5,7/15/2018,910,A,50,6.0NRT,288.7,24.4,N
40.883,-115.644,303.5,2.2,1.4,7/15/2018,910,A,24,6.0NRT,288.6,19.4,N
40.872,-115.674,315.9,2.2,1.5,7/15/2018,910,A,89,6.0NRT,290.2,47.1,N
40.861,-115.705,310.7,2.3,1.5,7/15/2018,910,A,81,6.0NRT,288.6,34.9,N
40.859,-115.676,332.5,2.2,1.5,7/15/2018,910,A,100,6.0NRT,290.4,107.6,N
40.86,-115.681,328.9,2.2,1.5,7/15/2018,910,A,100,6.0NRT,291.6,94.7,N
39.419,-107.043,301.2,1,1,7/15/2018,910,A,38,6.0NRT,284,6.9,N
37.635,-119.865,301.4,3.8,1.8,7/15/2018,910,A,21,6.0NRT,285.8,31.2,N
37.632,-119.812,304.1,3.8,1.8,7/15/2018,910,A,27,6.0NRT,287.7,41,N
37.63,-119.87,303.7,3.8,1.8,7/15/2018,910,A,34,6.0NRT,283.7,38.2,N
37.627,-119.827,306.1,3.8,1.8,7/15/2018,910,A,44,6.0NRT,286.6,48.3,N
37.642,-119.896,316.6,4.3,1.9,7/15/2018,1050,A,93,6.0NRT,291,112.1,N
37.629,-119.848,325.1,4.3,1.9,7/15/2018,1050,A,100,6.0NRT,290.6,184.6,N
37.615,-119.863,306.8,4.3,1.9,7/15/2018,1050,A,64,6.0NRT,290.2,57.4,N
37.641,-119.906,312.2,4.3,1.9,7/15/2018,1050,A,69,6.0NRT,291,83.1,N
37.629,-119.86,324.7,4.3,1.9,7/15/2018,1050,A,100,6.0NRT,291.1,182.7,N
37.617,-119.812,304.3,4.3,1.9,7/15/2018,1050,A,26,6.0NRT,287.9,46.4,N
19.498,-154.801,322.5,2.5,1.5,7/15/2018,1235,A,100,6.0NRT,293.9,69,N
19.475,-154.83,364.8,2.5,1.5,7/15/2018,1235,A,100,6.0NRT,294,365.4,N
19.457,-154.883,317.2,2.5,1.5,7/15/2018,1235,A,62,6.0NRT,283.7,67.2,N
19.444,-154.885,314.4,2.5,1.5,7/15/2018,1235,A,44,6.0NRT,283.6,55.4,N
19.46,-154.865,312.3,2.5,1.5,7/15/2018,1235,A,21,6.0NRT,284.4,47.1,N
19.451,-154.891,315.3,2.5,1.5,7/15/2018,1235,A,65,6.0NRT,282.6,59.1,N
19.731,-71.34,345.9,1,1,7/15/2018,1525,T,93,6.0NRT,306.5,41.7,D
19.082,-71.44,344.4,1,1,7/15/2018,1525,T,92,6.0NRT,298.3,44,D
18.993,-71.716,317.6,1,1,7/15/2018,1525,T,53,6.0NRT,301.3,5,D
47.453,-80.354,308.5,1.7,1.3,7/15/2018,1655,T,18,6.0NRT,288.9,10.9,D
42.083,-78.425,309.7,3.2,1.7,7/15/2018,1655,T,52,6.0NRT,293.4,38.3,D
41.712,-85.824,319.3,1.3,1.1,7/15/2018,1700,T,42,6.0NRT,298.9,11.3,D
41.442,-85.221,315.9,1.4,1.2,7/15/2018,1700,T,41,6.0NRT,299.6,9,D
41.711,-88.365,318.1,1,1,7/15/2018,1700,T,49,6.0NRT,299.2,6.2,D
41.404,-88.135,317,1.1,1,7/15/2018,1700,T,56,6.0NRT,299.1,8.8,D
35.802,-83.573,309.3,2.3,1.5,7/15/2018,1700,T,43,6.0NRT,289.1,14.7,D
36.261,-90.289,317.5,1,1,7/15/2018,1700,T,46,6.0NRT,298.9,7,D
35.89,-90.344,317.3,1,1,7/15/2018,1700,T,51,6.0NRT,297.9,7,D
35.788,-90.054,316.7,1.1,1,7/15/2018,1700,T,40,6.0NRT,296.6,7.3,D
35.823,-90.448,317,1,1,7/15/2018,1700,T,40,6.0NRT,298.1,6.2,D
35.556,-88.993,310.9,1.2,1.1,7/15/2018,1700,T,26,6.0NRT,292,5,D
34.464,-85.129,313.2,2,1.4,7/15/2018,1700,T,70,6.0NRT,289.3,21.7,D
34.461,-85.135,307.2,2,1.4,7/15/2018,1700,T,42,6.0NRT,288.2,9.8,D
35.238,-91.379,324.7,1,1,7/15/2018,1700,T,31,6.0NRT,305,12.6,D
34.724,-92.016,325.5,1,1,7/15/2018,1700,T,37,6.0NRT,303.5,12.2,D
34.612,-91.824,319.1,1,1,7/15/2018,1700,T,31,6.0NRT,301.4,7.2,D
34.633,-92.086,320.5,1,1,7/15/2018,1700,T,42,6.0NRT,300.2,8.1,D
34.542,-91.968,319,1,1,7/15/2018,1700,T,62,6.0NRT,300.5,7.8,D
33.989,-89.348,316.9,1.2,1.1,7/15/2018,1700,T,67,6.0NRT,297.4,9.9,D
34.027,-91.921,323.9,1,1,7/15/2018,1700,T,74,6.0NRT,297.3,14.3,D
33.8,-90.483,317.7,1.1,1,7/15/2018,1700,T,31,6.0NRT,298.9,6.7,D
33.439,-88.573,315.5,1.3,1.1,7/15/2018,1700,T,43,6.0NRT,292.8,9.7,D
33.735,-95.148,322.6,1.1,1.1,7/15/2018,1700,T,42,6.0NRT,304.3,10.3,D
32.664,-88.453,311.4,1.4,1.2,7/15/2018,1700,T,52,6.0NRT,293.2,9.8,D
33.325,-93.63,325,1,1,7/15/2018,1700,T,42,6.0NRT,306,11.9,D
32.892,-90.991,317.8,1.1,1,7/15/2018,1700,T,37,6.0NRT,298.3,8,D
33.095,-93.961,337.8,1,1,7/15/2018,1700,T,86,6.0NRT,302.5,33.6,D
33.093,-93.95,317.4,1,1,7/15/2018,1700,T,50,6.0NRT,300.3,7.6,D
33.069,-93.843,322.4,1,1,7/15/2018,1700,T,0,6.0NRT,303.8,9.4,D
33.594,-98.76,365,1.8,1.3,7/15/2018,1700,T,100,6.0NRT,304.5,191.8,D
33.592,-98.741,345.3,1.8,1.3,7/15/2018,1700,T,90,6.0NRT,303.3,80.5,D
33.586,-98.8,351.1,1.8,1.3,7/15/2018,1700,T,94,6.0NRT,304.6,104.3,D
33.579,-98.807,335,1.8,1.3,7/15/2018,1700,T,81,6.0NRT,304.4,35.5,D
32.675,-93.397,323.5,1,1,7/15/2018,1700,T,72,6.0NRT,302.2,11.7,D
31.873,-88.611,318.1,1.4,1.2,7/15/2018,1700,T,52,6.0NRT,297.8,12.1,D
31.148,-87.982,314.3,1.6,1.2,7/15/2018,1700,T,55,6.0NRT,295.1,10.9,D
31.367,-92.413,317.8,1,1,7/15/2018,1700,T,51,6.0NRT,296.8,6.5,D
29.583,-94.921,315.8,1,1,7/15/2018,1700,T,64,6.0NRT,301.7,8.5,D
29.572,-94.912,315.2,1,1,7/15/2018,1700,T,63,6.0NRT,301,8,D
21.3,-87.781,313.1,2.6,1.6,7/15/2018,1705,T,40,6.0NRT,295.4,26.9,D
18.64,-92.172,311.8,1.4,1.2,7/15/2018,1705,T,49,6.0NRT,296.4,7.5,D
19.612,-99.217,311.5,1.3,1.1,7/15/2018,1705,T,53,6.0NRT,290.1,5.8,D
18.376,-92.507,327.1,1.4,1.2,7/15/2018,1705,T,80,6.0NRT,300,26.3,D
18.38,-92.512,319,1.4,1.2,7/15/2018,1705,T,58,6.0NRT,300.4,13.7,D
19.727,-103.958,313.6,2.7,1.6,7/15/2018,1705,T,56,6.0NRT,291.7,21.8,D
17.85,-90.606,312.5,1.9,1.3,7/15/2018,1705,T,59,6.0NRT,296.1,12.1,D
19.021,-98.614,311.7,1.2,1.1,7/15/2018,1705,T,29,6.0NRT,292.7,10.3,D
17.893,-92.486,313,1.4,1.2,7/15/2018,1705,T,45,6.0NRT,293.6,9.1,D
17.844,-93.126,314.6,1.3,1.1,7/15/2018,1705,T,61,6.0NRT,293.3,8,D
17.842,-93.114,323.2,1.3,1.1,7/15/2018,1705,T,76,6.0NRT,293,19.6,D
45.212,-70.438,301,2.6,1.6,7/15/2018,1700,A,0,6.0NRT,285.2,10,D
17.983,-77.031,322.7,1,1,7/15/2018,1830,A,40,6.0NRT,303,7.8,D
21.168,-78.139,332.1,1,1,7/15/2018,1830,A,82,6.0NRT,306.3,19.2,D
21.176,-78.268,326.9,1,1,7/15/2018,1830,A,73,6.0NRT,304.4,15.1,D
21.175,-78.277,327.5,1,1,7/15/2018,1830,A,74,6.0NRT,305.3,15.9,D
22.028,-78.682,332.1,1,1,7/15/2018,1830,A,82,6.0NRT,304.5,19.2,D
22.027,-78.691,322.8,1,1,7/15/2018,1830,A,37,6.0NRT,303.7,7.5,D
48.071,-114.958,308.8,1.1,1,7/15/2018,1835,T,13,6.0NRT,293.5,6.1,D
44.343,-115.813,325.3,1.1,1,7/15/2018,1835,T,56,6.0NRT,308.6,15.1,D
44.327,-115.831,335.2,1.1,1,7/15/2018,1835,T,80,6.0NRT,308.9,27,D
42.684,-111.592,333.8,1.1,1.1,7/15/2018,1835,T,70,6.0NRT,314,22.9,D
39.927,-121.428,325.5,1.6,1.3,7/15/2018,1835,T,66,6.0NRT,304,31.1,D
39.925,-121.409,328,1.6,1.3,7/15/2018,1835,T,72,6.0NRT,304.5,35.3,D
37.639,-119.889,332.4,1.3,1.1,7/15/2018,1840,T,43,6.0NRT,307.5,24.6,D
37.633,-119.832,353.4,1.3,1.1,7/15/2018,1840,T,96,6.0NRT,304.9,80.6,D
37.625,-119.849,348.2,1.3,1.1,7/15/2018,1840,T,92,6.0NRT,307,59.8,D
37.623,-119.835,353.7,1.3,1.1,7/15/2018,1840,T,96,6.0NRT,303.2,79.6,D
37.618,-119.877,335.2,1.3,1.1,7/15/2018,1840,T,53,6.0NRT,305.3,31.9,D
37.616,-119.863,332.9,1.3,1.1,7/15/2018,1840,T,13,6.0NRT,305.9,26.7,D
37.615,-119.85,362,1.3,1.1,7/15/2018,1840,T,100,6.0NRT,304.2,110.3,D
37.613,-119.836,334,1.3,1.1,7/15/2018,1840,T,78,6.0NRT,300.3,32.2,D
37.618,-119.883,331.2,1.3,1.1,7/15/2018,1840,T,59,6.0NRT,304.9,27,D
37.617,-119.869,336.3,1.3,1.1,7/15/2018,1840,T,82,6.0NRT,306,37.3,D
37.615,-119.856,345.6,1.3,1.1,7/15/2018,1840,T,91,6.0NRT,305.3,60.2,D
37.613,-119.842,350.6,1.3,1.1,7/15/2018,1840,T,94,6.0NRT,301.9,75.3,D
37.723,-121.542,335.8,1.5,1.2,7/15/2018,1840,T,72,6.0NRT,314.9,32.6,D
36.032,-118.788,333.2,1.1,1,7/15/2018,1840,T,64,6.0NRT,315.3,14.2,D
31.96,-83.748,307.1,1.2,1.1,7/15/2018,1835,A,40,6.0NRT,282.7,4.8,D
34.448,-82.694,318.4,1,1,7/15/2018,1835,A,61,6.0NRT,293.5,9.7,D
34.29,-83.823,317.1,1.1,1.1,7/15/2018,1835,A,20,6.0NRT,296.6,10,D
34.355,-84.051,316.2,1.2,1.1,7/15/2018,1835,A,53,6.0NRT,297.4,11,D
34.43,-84.924,316.6,1.3,1.1,7/15/2018,1835,A,27,6.0NRT,298.8,10.7,D
35.642,-90.382,313.7,2.5,1.5,7/15/2018,1835,A,41,6.0NRT,294,24.4,D
39.975,-86.837,315.6,1.3,1.1,7/15/2018,1835,A,68,6.0NRT,297.4,11.9,D
41.459,-81.682,330.1,1,1,7/15/2018,1835,A,43,6.0NRT,308.5,12.8,D
41.681,-85.7,320.9,1.1,1,7/15/2018,1835,A,49,6.0NRT,299.1,10.8,D
41.719,-85.921,323.6,1.1,1,7/15/2018,1835,A,66,6.0NRT,301.8,13.2,D
41.633,-87.142,329.9,1.2,1.1,7/15/2018,1835,A,61,6.0NRT,301.9,25.9,D
44.464,-88.094,320.5,1.2,1.1,7/15/2018,1840,A,19,6.0NRT,301.6,9.2,D
44.446,-88.926,315.4,1.3,1.1,7/15/2018,1840,A,54,6.0NRT,298.2,12.9,D
48.438,-80.627,317.6,1.3,1.1,7/15/2018,1840,A,42,6.0NRT,294.6,14.2,D
48.436,-80.645,328.9,1.3,1.1,7/15/2018,1840,A,85,6.0NRT,298.3,31.6,D
48.436,-80.634,322.3,1.3,1.1,7/15/2018,1840,A,75,6.0NRT,295.6,22.2,D
48.434,-80.652,315.8,1.3,1.1,7/15/2018,1840,A,35,6.0NRT,297.5,12.2,D
48.446,-80.636,326.5,1.3,1.1,7/15/2018,1840,A,69,6.0NRT,295.7,27.9,D
49.02,-81.844,313.6,1.2,1.1,7/15/2018,1840,A,67,6.0NRT,288.8,10.6,D
49.019,-81.86,317.6,1.2,1.1,7/15/2018,1840,A,73,6.0NRT,290.6,15,D
49.187,-80.434,319.5,1.4,1.2,7/15/2018,1840,A,57,6.0NRT,290.7,18.8,D
47.012,-122.598,318.1,4.1,1.9,7/15/2018,2015,T,67,6.0NRT,307,76.2,D
19.509,-154.854,395.7,3.5,1.8,7/15/2018,2020,T,100,6.0NRT,291.8,0,D
19.493,-154.855,433.5,3.5,1.8,7/15/2018,2020,T,100,6.0NRT,296.2,0,D
19.478,-154.857,412.9,3.5,1.8,7/15/2018,2020,T,100,6.0NRT,294.2,0,D
19.475,-154.825,418.7,3.5,1.8,7/15/2018,2020,T,100,6.0NRT,298.8,2284.2,D
19.465,-154.89,382.3,3.5,1.8,7/15/2018,2020,T,100,6.0NRT,288.1,0,D
19.483,-154.862,402.2,3.5,1.8,7/15/2018,2020,T,100,6.0NRT,292.8,0,D
19.471,-154.895,392.7,3.5,1.8,7/15/2018,2020,T,100,6.0NRT,287.9,0,D
19.468,-154.863,367.3,3.5,1.8,7/15/2018,2020,T,97,6.0NRT,290.3,0,D
19.464,-154.832,395.2,3.5,1.8,7/15/2018,2020,T,100,6.0NRT,294.7,1327.4,D
19.455,-154.897,362.9,3.5,1.8,7/15/2018,2020,T,92,6.0NRT,286.5,0,D
18.357,-102.296,318.2,1,1,7/15/2018,2010,A,15,6.0NRT,300.3,7.2,D
18.54,-102.682,323.5,1,1,7/15/2018,2010,A,74,6.0NRT,298.1,16.1,D
18.775,-102.72,314.8,1,1,7/15/2018,2010,A,16,6.0NRT,298.8,5.7,D
21.286,-105.168,318.5,1.2,1.1,7/15/2018,2010,A,69,6.0NRT,298.3,8.5,D
21.284,-105.179,319.7,1.2,1.1,7/15/2018,2010,A,71,6.0NRT,297.9,10,D
26.887,-101.46,338.3,1.1,1.1,7/15/2018,2010,A,76,6.0NRT,318.5,14.9,D
37.601,-119.854,348.4,4.4,1.9,7/15/2018,2015,A,93,6.0NRT,296.6,447,D
37.631,-119.812,326.6,4.4,1.9,7/15/2018,2015,A,64,6.0NRT,295.3,157.4,D
37.617,-119.864,348.8,4.4,1.9,7/15/2018,2015,A,93,6.0NRT,298.1,447.7,D
37.633,-119.873,326.6,4.4,1.9,7/15/2018,2015,A,61,6.0NRT,299.1,140.5,D
37.621,-119.92,326.8,4.4,1.9,7/15/2018,2015,A,71,6.0NRT,299.3,133,D
37.614,-119.817,333.7,4.4,1.9,7/15/2018,2015,A,80,6.0NRT,296.4,235.2,D
37.603,-119.858,358.4,4.4,1.9,7/15/2018,2015,A,99,6.0NRT,296.6,638.6,D
37.619,-119.867,333.4,4.4,1.9,7/15/2018,2015,A,80,6.0NRT,298.3,222.8,D
37.634,-119.878,332.7,4.4,1.9,7/15/2018,2015,A,79,6.0NRT,299,207.4,D
37.621,-119.926,328.9,4.4,1.9,7/15/2018,2015,A,74,6.0NRT,299.4,158,D
44.318,-115.835,324.2,1.7,1.3,7/15/2018,2015,A,31,6.0NRT,306,28,D
35.939,-121.288,335,2.9,1.6,7/15/2018,2155,A,62,6.0NRT,310.9,87.4,D
37.612,-119.793,317.6,3.8,1.8,7/15/2018,2155,A,8,6.0NRT,294.7,57.8,D
37.61,-119.838,374.6,3.8,1.8,7/15/2018,2155,A,100,6.0NRT,300.8,840.8,D
37.607,-119.884,338.8,3.7,1.8,7/15/2018,2155,A,87,6.0NRT,299.2,211.7,D
37.599,-119.845,334.7,3.8,1.8,7/15/2018,2155,A,84,6.0NRT,298.5,183,D
37.616,-119.843,375.3,3.8,1.8,7/15/2018,2155,A,100,6.0NRT,301.6,854.6,D
37.633,-119.81,335.1,3.8,1.8,7/15/2018,2155,A,74,6.0NRT,297.5,186.6,D
37.632,-119.843,334.4,3.8,1.8,7/15/2018,2155,A,66,6.0NRT,301.4,166.6,D
37.63,-119.888,333,3.7,1.8,7/15/2018,2155,A,79,6.0NRT,301.1,149,D
37.628,-119.925,322.1,3.7,1.8,7/15/2018,2155,A,58,6.0NRT,300.2,62.1,D
19.465,-154.824,379,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,303.1,194.4,D
19.463,-154.836,494.5,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,332.4,2116.1,D
19.472,-154.849,437.8,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,321.1,0,D
19.483,-154.839,506.1,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,400.1,0,D
19.481,-154.851,451,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,323.5,0,D
19.493,-154.841,500.7,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,336.2,0,D
19.491,-154.853,502,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,335.7,2371.7,D
19.49,-154.865,384.9,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,301,230.7,D
19.501,-154.855,503.6,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,400.1,2425,D
19.5,-154.866,502.5,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,341.5,2398.6,D
19.498,-154.878,473.6,1.3,1.1,7/15/2018,2330,A,87,6.0NRT,312.1,1535.3,D
19.505,-154.837,340.1,1.3,1.1,7/15/2018,2330,A,81,6.0NRT,307.7,43,D
19.503,-154.849,468.5,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,331.8,1393,D
19.501,-154.861,476.8,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,400.1,1608.9,D
19.499,-154.873,476.8,1.3,1.1,7/15/2018,2330,A,100,6.0NRT,332.6,1614,D
19.513,-154.851,339.5,1.3,1.1,7/15/2018,2330,A,85,6.0NRT,300.1,42,D
19.509,-154.875,333.1,1.3,1.1,7/15/2018,2330,A,39,6.0NRT,296.1,31.2,D
19.507,-154.887,321.9,1.3,1.1,7/15/2018,2330,A,48,6.0NRT,293.9,15.5,D
47.425,-80.414,320.8,2.8,1.6,7/16/2018,225,T,100,6.0NRT,289.2,86.4,N
40.636,-89.631,307.2,1,1,7/16/2018,405,T,71,6.0NRT,294.1,5.9,N
40.634,-89.643,307.6,1,1,7/16/2018,405,T,72,6.0NRT,293.4,6.1,N
40.643,-89.645,304.7,1,1,7/16/2018,405,T,19,6.0NRT,293.9,3.9,N
41.459,-81.682,305.7,2.5,1.5,7/16/2018,405,T,65,6.0NRT,290.8,19.2,N
41.184,-87.855,303,1.2,1.1,7/16/2018,405,T,53,6.0NRT,292.9,4.5,N
41.638,-87.149,311.5,1.3,1.1,7/16/2018,405,T,83,6.0NRT,293.7,12,N
18.645,-92.167,300.8,2.4,1.5,7/16/2018,400,T,13,6.0NRT,286.7,15,N
19.396,-92.033,305.9,2.2,1.4,7/16/2018,400,T,17,6.0NRT,291.4,14.1,N
19.392,-92.054,308,2.2,1.4,7/16/2018,400,T,37,6.0NRT,288.7,19.7,N
19.395,-92.039,308.5,2.2,1.4,7/16/2018,400,T,57,6.0NRT,290.7,21.1,N
27.704,-82.338,303.5,1.5,1.2,7/16/2018,400,T,55,6.0NRT,290.5,6.4,N
32.45,-97.043,306.6,2.5,1.5,7/16/2018,400,T,64,6.0NRT,294.9,14.6,N
17.846,-93.134,302.7,2.9,1.6,7/16/2018,355,T,16,6.0NRT,279.4,19.7,N
37.578,-119.822,342.7,1.5,1.2,7/16/2018,540,T,100,6.0NRT,297.9,82.4,N
37.575,-119.837,334.8,1.5,1.2,7/16/2018,540,T,100,6.0NRT,295.5,60.1,N
37.591,-119.81,328.4,1.5,1.2,7/16/2018,540,T,100,6.0NRT,297.7,44.4,N
37.589,-119.825,358.1,1.5,1.2,7/16/2018,540,T,100,6.0NRT,300.9,139.6,N
37.586,-119.84,326.3,1.5,1.2,7/16/2018,540,T,100,6.0NRT,295.2,40.2,N
37.605,-119.797,335.9,1.5,1.2,7/16/2018,540,T,100,6.0NRT,297.5,61.1,N
37.602,-119.814,358.8,1.5,1.2,7/16/2018,540,T,100,6.0NRT,301.5,141.4,N
37.599,-119.829,339.1,1.5,1.2,7/16/2018,540,T,100,6.0NRT,299.2,69.3,N
37.596,-119.844,336.8,1.5,1.2,7/16/2018,540,T,100,6.0NRT,296.6,64.6,N
37.615,-119.801,335.7,1.5,1.2,7/16/2018,540,T,100,6.0NRT,298.2,60,N
37.612,-119.818,348.5,1.5,1.2,7/16/2018,540,T,100,6.0NRT,301.3,98.3,N
37.609,-119.832,336.1,1.5,1.2,7/16/2018,540,T,100,6.0NRT,299.1,59.2,N
37.607,-119.847,347.4,1.5,1.2,7/16/2018,540,T,100,6.0NRT,297.7,96,N
37.608,-119.804,355.9,1.5,1.2,7/16/2018,540,T,100,6.0NRT,301.2,128.4,N
37.605,-119.821,348.4,1.5,1.2,7/16/2018,540,T,100,6.0NRT,301.6,97.7,N
37.602,-119.835,350.7,1.5,1.2,7/16/2018,540,T,100,6.0NRT,300.3,106.3,N
37.599,-119.85,329.1,1.5,1.2,7/16/2018,540,T,100,6.0NRT,296,44,N
37.619,-119.807,331.1,1.5,1.2,7/16/2018,540,T,100,6.0NRT,298.6,48.3,N
37.615,-119.824,328.3,1.5,1.2,7/16/2018,540,T,100,6.0NRT,299.3,40.4,N
37.613,-119.839,325.4,1.5,1.2,7/16/2018,540,T,93,6.0NRT,298,34.7,N
37.61,-119.854,317.8,1.5,1.2,7/16/2018,540,T,61,6.0NRT,295.7,21.9,N
37.63,-119.806,326.5,1.5,1.2,7/16/2018,540,T,100,6.0NRT,295.6,38,N
37.617,-119.873,307.7,1.5,1.2,7/16/2018,540,T,57,6.0NRT,294.5,10.3,N
37.614,-119.89,317.1,1.5,1.2,7/16/2018,540,T,94,6.0NRT,294.2,23.8,N
37.641,-119.809,307.1,1.5,1.2,7/16/2018,540,T,8,6.0NRT,294.2,8.6,N
37.625,-119.893,306.5,1.5,1.2,7/16/2018,540,T,12,6.0NRT,294.7,8.5,N
37.635,-119.897,353.6,1.5,1.2,7/16/2018,540,T,100,6.0NRT,297.7,120.6,N
37.632,-119.914,320.4,1.5,1.2,7/16/2018,540,T,100,6.0NRT,295.6,28,N
42.687,-111.591,305.3,1.3,1.1,7/16/2018,545,T,62,6.0NRT,285.4,13.1,N
42.684,-111.596,302.3,1.3,1.1,7/16/2018,545,T,32,6.0NRT,284.1,10.6,N
42.099,-122.854,306,1.7,1.3,7/16/2018,545,T,66,6.0NRT,290.1,15.3,N
44.332,-115.832,305.4,1,1,7/16/2018,545,T,64,6.0NRT,288.8,7.8,N
47.571,-122.373,305.3,1.2,1.1,7/16/2018,545,T,64,6.0NRT,293.9,7.7,N
19.472,-154.828,394.2,1.5,1.2,7/16/2018,855,T,100,6.0NRT,311.6,403.7,N
19.47,-154.843,385.6,1.5,1.2,7/16/2018,855,T,100,6.0NRT,301.8,331,N
19.467,-154.873,312.3,1.5,1.2,7/16/2018,855,T,84,6.0NRT,285.3,21.3,N
19.465,-154.887,326.5,1.5,1.2,7/16/2018,855,T,100,6.0NRT,285.3,45.5,N
19.485,-154.815,335.2,1.5,1.2,7/16/2018,855,T,100,6.0NRT,299.8,58.7,N
19.483,-154.83,407,1.5,1.2,7/16/2018,855,T,100,6.0NRT,310.4,558.6,N
19.481,-154.845,437.2,1.5,1.2,7/16/2018,855,T,100,6.0NRT,311.4,1045.1,N
19.48,-154.859,337.5,1.5,1.2,7/16/2018,855,T,100,6.0NRT,291.5,68.8,N
19.478,-154.874,367.2,1.5,1.2,7/16/2018,855,T,100,6.0NRT,291.6,198.1,N
19.476,-154.889,417.8,1.5,1.2,7/16/2018,855,T,100,6.0NRT,302.3,700,N
19.474,-154.904,388,1.5,1.2,7/16/2018,855,T,100,6.0NRT,293.5,349.3,N
19.473,-154.918,335.6,1.5,1.2,7/16/2018,855,T,100,6.0NRT,287.6,66.8,N
19.471,-154.933,316.1,1.5,1.2,7/16/2018,855,T,66,6.0NRT,288.2,26.1,N
19.496,-154.817,336.5,1.5,1.2,7/16/2018,855,T,100,6.0NRT,300.6,60.5,N
19.494,-154.831,417.4,1.5,1.2,7/16/2018,855,T,100,6.0NRT,307,699.8,N
19.492,-154.846,500,1.5,1.2,7/16/2018,855,T,100,6.0NRT,327.9,3006.5,N
19.49,-154.861,360.7,1.5,1.2,7/16/2018,855,T,100,6.0NRT,297.5,157.5,N
19.489,-154.876,477.7,1.5,1.2,7/16/2018,855,T,100,6.0NRT,316,2120.6,N
19.487,-154.89,500,1.5,1.2,7/16/2018,855,T,100,6.0NRT,330.9,2977.6,N
19.485,-154.905,402.2,1.5,1.2,7/16/2018,855,T,100,6.0NRT,296.6,487.4,N
19.483,-154.919,329.6,1.5,1.2,7/16/2018,855,T,100,6.0NRT,290.5,48.7,N
19.505,-154.833,360.1,1.5,1.2,7/16/2018,855,T,100,6.0NRT,298.5,157.6,N
19.503,-154.848,500,1.5,1.2,7/16/2018,855,T,100,6.0NRT,326.6,3002.5,N
19.501,-154.862,500,1.5,1.2,7/16/2018,855,T,100,6.0NRT,331.9,2993.1,N
19.5,-154.877,500,1.5,1.2,7/16/2018,855,T,100,6.0NRT,328,2984.2,N
19.498,-154.892,409.7,1.5,1.2,7/16/2018,855,T,100,6.0NRT,298.5,579,N
19.496,-154.906,321.1,1.5,1.2,7/16/2018,855,T,100,6.0NRT,291.9,25.3,N
19.494,-154.921,324.3,1.5,1.2,7/16/2018,855,T,100,6.0NRT,291.3,33.8,N
19.514,-154.849,340.8,1.5,1.2,7/16/2018,855,T,100,6.0NRT,294.5,72.3,N
19.512,-154.864,351.7,1.5,1.2,7/16/2018,855,T,100,6.0NRT,293.8,112.1,N
