latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
19.46296,-70.7635,301.5,0.78,0.78,2018-07-13,0518,N,nominal,1.0NRT,289.1,1.4,N
19.46198,-70.76035,301.7,0.78,0.78,2018-07-13,0518,N,nominal,1.0NRT,288.9,0.7,N
18.92687,-70.35658,311.8,0.73,0.76,2018-07-13,0518,N,nominal,1.0NRT,286.7,1.8,N
47.01341,-66.63175,297.6,0.67,0.74,2018-07-13,0512,N,nominal,1.0NRT,278.5,1.1,N
47.0065,-66.63193,301,0.67,0.74,2018-07-13,0512,N,nominal,1.0NRT,278.8,1.1,N
47.00711,-66.62808,305.1,0.67,0.74,2018-07-13,0512,N,nominal,1.0NRT,279.2,2.2,N
32.31262,-90.13889,306.8,0.44,0.62,2018-07-13,0700,N,nominal,1.0NRT,288.8,1.3,N
31.4563,-84.81078,322.3,0.42,0.45,2018-07-13,0700,N,nominal,1.0NRT,293.7,1.6,N
31.45485,-84.79738,307.6,0.42,0.45,2018-07-13,0700,N,nominal,1.0NRT,293.4,0.9,N
30.93921,-88.01425,308.5,0.32,0.55,2018-07-13,0700,N,nominal,1.0NRT,292.2,1.1,N
31.11225,-91.35416,301.9,0.51,0.66,2018-07-13,0700,N,nominal,1.0NRT,289.9,1.3,N
31.11194,-91.34873,311.2,0.51,0.66,2018-07-13,0700,N,nominal,1.0NRT,289.9,2.1,N
30.75042,-92.25433,302.8,0.57,0.69,2018-07-13,0700,N,nominal,1.0NRT,289.9,0.9,N
30.58403,-91.24252,308.6,0.49,0.65,2018-07-13,0700,N,nominal,1.0NRT,291.7,1,N
30.34343,-88.48949,311.5,0.34,0.56,2018-07-13,0700,N,nominal,1.0NRT,294.8,1.4,N
30.34315,-88.48592,307.1,0.34,0.56,2018-07-13,0700,N,nominal,1.0NRT,294.2,1.4,N
30.482,-91.18349,307.6,0.49,0.65,2018-07-13,0700,N,nominal,1.0NRT,292.4,3.1,N
30.32849,-91.28139,306.8,0.49,0.65,2018-07-13,0700,N,nominal,1.0NRT,291.9,0.9,N
30.32606,-91.23913,306.9,0.49,0.65,2018-07-13,0700,N,nominal,1.0NRT,292.7,2.4,N
30.32802,-91.28243,305.4,0.49,0.65,2018-07-13,0700,N,nominal,1.0NRT,292.1,1.1,N
30.32533,-91.24024,307.1,0.49,0.65,2018-07-13,0700,N,nominal,1.0NRT,292.9,1.7,N
29.37154,-82.23419,306.2,0.45,0.39,2018-07-13,0700,N,nominal,1.0NRT,291.5,0.7,N
30.24071,-93.27988,303.5,0.65,0.73,2018-07-13,0700,N,nominal,1.0NRT,288.9,1.5,N
30.06137,-90.59957,308.1,0.45,0.63,2018-07-13,0700,N,nominal,1.0NRT,294.7,2.5,N
29.09187,-81.36324,312,0.42,0.38,2018-07-13,0700,N,nominal,1.0NRT,291.7,0.8,N
30.17973,-93.32495,304.6,0.65,0.73,2018-07-13,0700,N,nominal,1.0NRT,288.9,3.3,N
30.0089,-90.51881,330.6,0.44,0.62,2018-07-13,0700,N,nominal,1.0NRT,293.6,2.8,N
30.00105,-90.40233,306.5,0.43,0.62,2018-07-13,0700,N,nominal,1.0NRT,295.6,2,N
29.99496,-90.39826,307.8,0.43,0.62,2018-07-13,0700,N,nominal,1.0NRT,295.4,2.3,N
30.11615,-93.29845,306.4,0.65,0.73,2018-07-13,0700,N,nominal,1.0NRT,288.7,0.8,N
29.77844,-91.73829,304.1,0.52,0.67,2018-07-13,0700,N,nominal,1.0NRT,291.2,0.9,N
28.81897,-82.01599,303.7,0.44,0.38,2018-07-13,0700,N,nominal,1.0NRT,288.6,0.4,N
29.83465,-93.96722,309.2,0.7,0.75,2018-07-13,0700,N,nominal,1.0NRT,287.5,2,N
28.36671,-82.55759,313.3,0.45,0.39,2018-07-13,0700,N,nominal,1.0NRT,288.2,1.4,N
29.37598,-94.92532,303.4,0.8,0.78,2018-07-13,0700,N,nominal,1.0NRT,286.6,1.9,N
27.5933,-81.78197,304.7,0.42,0.38,2018-07-13,0700,N,nominal,1.0NRT,292.1,0.6,N
26.28882,-80.16678,304.6,0.39,0.36,2018-07-13,0700,N,nominal,1.0NRT,291.7,0.6,N
26.27773,-80.16099,306.7,0.39,0.36,2018-07-13,0700,N,nominal,1.0NRT,292.3,0.9,N
23.13458,-82.32101,307.7,0.41,0.37,2018-07-13,0700,N,nominal,1.0NRT,292.5,0.7,N
23.01107,-82.74442,328.7,0.42,0.37,2018-07-13,0700,N,nominal,1.0NRT,294.3,3.8,N
21.32149,-77.98247,305.2,0.45,0.39,2018-07-13,0700,N,nominal,1.0NRT,293.1,0.6,N
19.73598,-70.55249,304.7,0.43,0.62,2018-07-13,0700,N,nominal,1.0NRT,291,0.5,N
19.87933,-71.48086,305.8,0.37,0.58,2018-07-13,0700,N,nominal,1.0NRT,291.1,0.5,N
18.9269,-70.35651,343.3,0.46,0.64,2018-07-13,0700,N,nominal,1.0NRT,289.9,3.3,N
18.92597,-70.35239,303.2,0.46,0.64,2018-07-13,0700,N,nominal,1.0NRT,288.9,3.3,N
18.92794,-70.3534,337.9,0.46,0.64,2018-07-13,0700,N,nominal,1.0NRT,289.9,4.6,N
18.92886,-70.3576,310.7,0.46,0.64,2018-07-13,0700,N,nominal,1.0NRT,289.5,4.7,N
18.43619,-77.87188,329,0.49,0.4,2018-07-13,0700,N,nominal,1.0NRT,293.8,3.2,N
18.43255,-77.87288,321.2,0.49,0.4,2018-07-13,0700,N,nominal,1.0NRT,292.8,3.2,N
19.6043,-92.29591,350,0.44,0.63,2018-07-13,0700,N,nominal,1.0NRT,282.3,4.9,N
19.60471,-92.30025,307.2,0.44,0.63,2018-07-13,0700,N,nominal,1.0NRT,283.3,8.5,N
19.59848,-92.29659,324.1,0.44,0.63,2018-07-13,0700,N,nominal,1.0NRT,280,4.9,N
19.57001,-92.24319,315,0.44,0.62,2018-07-13,0700,N,nominal,1.0NRT,252.2,2.2,N
19.56962,-92.23889,316.3,0.44,0.62,2018-07-13,0700,N,nominal,1.0NRT,248.1,1.6,N
19.6053,-92.29701,326,0.44,0.63,2018-07-13,0700,N,nominal,1.0NRT,282.2,5.7,N
19.59947,-92.29766,349.1,0.44,0.63,2018-07-13,0700,N,nominal,1.0NRT,279.9,5.7,N
19.59904,-92.29334,303.8,0.44,0.63,2018-07-13,0700,N,nominal,1.0NRT,279.3,7.1,N
19.5702,-92.24001,313,0.44,0.62,2018-07-13,0700,N,nominal,1.0NRT,254.1,1.9,N
19.5644,-92.24066,336,0.44,0.62,2018-07-13,0700,N,nominal,1.0NRT,256.4,4.9,N
18.20574,-94.00982,347.5,0.55,0.68,2018-07-13,0700,N,nominal,1.0NRT,281,5.6,N
18.10548,-94.35011,325.3,0.58,0.7,2018-07-13,0700,N,nominal,1.0NRT,286.3,2.8,N
18.09898,-94.35081,316.1,0.58,0.7,2018-07-13,0700,N,nominal,1.0NRT,286,2.3,N
18.10586,-94.3495,314.4,0.58,0.7,2018-07-13,0700,N,nominal,1.0NRT,286.1,1.9,N
18.09937,-94.35014,328.6,0.58,0.7,2018-07-13,0700,N,nominal,1.0NRT,286.1,4.5,N
17.89577,-92.49192,337.2,0.44,0.62,2018-07-13,0700,N,nominal,1.0NRT,277.9,3.5,N
17.84263,-93.12305,367,0.48,0.65,2018-07-13,0700,N,high,1.0NRT,267.6,16.9,N
17.84216,-93.11844,347,0.48,0.65,2018-07-13,0700,N,nominal,1.0NRT,266.6,16.9,N
48.42596,-71.1725,296.3,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,286,0.7,N
49.14838,-76.26371,315,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,281.6,2.3,N
49.14488,-76.26471,342.6,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,293.2,13.9,N
49.14563,-76.27077,309.4,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,280.6,13.9,N
49.14138,-76.26573,351.1,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,288.4,13.9,N
49.13788,-76.26674,315.5,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.3,2.6,N
49.11728,-76.21684,301.7,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.4,1,N
49.11525,-76.2298,295.9,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,279.7,0.4,N
49.11176,-76.2308,311,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,279.1,1.2,N
49.10477,-76.2328,303.2,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,279.9,1,N
49.10113,-76.20306,313,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.4,1.8,N
49.10345,-76.2517,301.4,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.5,1,N
49.10273,-76.24571,306.2,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.9,1,N
49.10054,-76.22785,305.2,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.6,1,N
49.09923,-76.2467,319.7,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,285.4,1.6,N
49.09705,-76.22884,301,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282,0.8,N
49.09573,-76.24769,303.4,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,281.2,1.6,N
49.09428,-76.23578,298.5,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.1,0.8,N
49.09355,-76.22983,302.1,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.3,0.8,N
49.09282,-76.2239,300.6,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283,1.2,N
49.0921,-76.21796,302.2,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.4,1.2,N
49.09296,-76.25468,299.9,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,281.3,1,N
49.09223,-76.2487,309.5,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283,1.9,N
49.08934,-76.2249,309.5,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.9,1.9,N
49.08728,-76.23777,298,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.1,1.9,N
49.08234,-76.22688,329.4,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.6,3.4,N
49.08102,-76.24578,309.3,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,284,1.7,N
49.0803,-76.23981,300.7,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.2,1.4,N
49.0768,-76.24082,302.3,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.2,0.9,N
49.07608,-76.23485,296.8,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,281.3,0.9,N
49.07114,-76.22392,326.5,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,281.9,2.2,N
49.0733,-76.2418,304.3,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283,0.9,N
49.07258,-76.23583,307.6,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.4,0.9,N
49.07186,-76.22987,304.8,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.7,2.2,N
49.06836,-76.23088,309,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.8,1.8,N
49.08298,-76.41273,302.1,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,278.4,0.8,N
49.08018,-76.41975,302,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,278.7,1.7,N
49.07946,-76.41373,299.1,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,278.1,0.8,N
49.07666,-76.42074,298.1,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,277.4,0.7,N
49.05726,-76.25873,303.2,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.2,7,N
49.05439,-76.23489,297.2,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,281.9,2.7,N
49.05376,-76.25974,338.1,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,290.1,7,N
49.05089,-76.23586,341.9,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,285.1,2.7,N
49.05161,-76.2418,300.8,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.6,3,N
49.07813,-76.4214,297.8,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,277.3,0.9,N
49.0774,-76.41539,302.6,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,278.5,0.9,N
49.05471,-76.2606,341.9,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,288.6,10.6,N
49.05175,-76.23675,333.5,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,285.6,3.6,N
49.05249,-76.24269,297.5,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.7,3.6,N
49.05121,-76.2616,331.1,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,285.5,3.5,N
49.04825,-76.23772,328.7,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.5,2.1,N
49.05047,-76.25562,306.9,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,285.3,2.1,N
49.04697,-76.25661,338.2,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,289.5,2.1,N
49.05139,-76.29235,311.4,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,286,2.6,N
49.04771,-76.26259,311.2,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,281.5,3.5,N
49.04624,-76.25064,296.7,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.7,2.1,N
49.04549,-76.24467,295.1,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,282.3,2.1,N
49.04789,-76.29337,316.8,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,286.3,2.1,N
49.04274,-76.25165,316.9,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,285.2,2.6,N
49.042,-76.24568,302.7,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.3,0.7,N
49.04512,-76.30028,298.3,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,276.7,2,N
49.04439,-76.29436,311.5,0.44,0.38,2018-07-13,0654,N,nominal,1.0NRT,283.7,2.1,N
47.00933,-66.62937,298.6,0.53,0.42,2018-07-13,0654,N,nominal,1.0NRT,276.7,0.6,N
46.37051,-72.38566,297.2,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,287.1,1,N
46.0428,-73.14035,304.5,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,289.6,1.8,N
45.82107,-72.37559,298.3,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,284.7,0.4,N
45.62034,-71.60667,296.3,0.4,0.37,2018-07-13,0654,N,nominal,1.0NRT,284.8,0.7,N
45.83885,-73.25248,313.5,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,290.6,1.8,N
45.83806,-73.24759,305.1,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,291,1.4,N
45.78309,-73.91184,297,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,284.7,0.3,N
45.77503,-73.90414,296.9,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,285.4,0.2,N
45.64352,-73.52598,302.6,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,291.9,1,N
45.33953,-73.52188,307.2,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,289.4,1.5,N
45.11231,-73.01157,303.9,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,288.2,1,N
45.30368,-74.99284,297.6,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,284.5,0.5,N
45.23712,-75.76524,298.5,0.4,0.37,2018-07-13,0654,N,nominal,1.0NRT,288,0.6,N
44.8692,-73.63215,306.7,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,287.1,1,N
44.86593,-73.6332,300.2,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,287.3,1,N
44.86516,-73.62839,315.1,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,288.5,1,N
44.86344,-73.63905,302.2,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,285.6,0.6,N
44.86267,-73.63425,301.2,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,287.1,0.7,N
44.8619,-73.62944,312.6,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,287.8,0.7,N
44.8594,-73.63529,297.2,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,286.6,0.7,N
44.85863,-73.63049,300.1,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,287,0.7,N
44.12648,-75.56146,317.3,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,282.9,1.4,N
44.10923,-75.56126,298.2,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,286.8,0.9,N
44.10663,-75.56704,296.5,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,284.7,0.5,N
44.10593,-75.56219,314.7,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,285.6,0.9,N
44.70509,-80.68258,296.6,0.56,0.43,2018-07-13,0654,N,nominal,1.0NRT,265.3,0.9,N
43.08345,-77.38235,306.5,0.42,0.37,2018-07-13,0654,N,nominal,1.0NRT,286,0.7,N
43.08004,-77.3832,300.1,0.42,0.37,2018-07-13,0654,N,nominal,1.0NRT,285.6,0.7,N
42.05116,-73.97687,300.1,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,289.3,0.5,N
42.96806,-81.86812,298.3,0.4,0.45,2018-07-13,0654,N,nominal,1.0NRT,282.5,0.2,N
42.94545,-82.41397,302.3,0.43,0.46,2018-07-13,0654,N,nominal,1.0NRT,279.5,0.9,N
42.81742,-81.32813,305.6,0.57,0.43,2018-07-13,0654,N,nominal,1.0NRT,284.4,1.3,N
41.56398,-73.39728,298.7,0.4,0.37,2018-07-13,0654,N,nominal,1.0NRT,287,0.3,N
41.43538,-75.59577,297.9,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,277.4,0.5,N
42.28949,-83.10217,300.5,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,280.6,1.2,N
42.28606,-83.11407,297.8,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,279.4,1.8,N
42.2856,-83.10847,315,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,280.8,1.8,N
42.28514,-83.10287,316.4,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,280.9,1.2,N
42.28171,-83.11477,299.8,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,280.2,0.9,N
42.28125,-83.10917,303.7,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,281.3,0.9,N
42.27827,-83.12669,299.7,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,280.2,0.4,N
42.26911,-83.12246,318.2,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,280.4,2.2,N
42.28125,-83.11082,309,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,281.4,1.8,N
42.26918,-83.12407,320.5,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,279.5,3,N
42.2566,-83.13171,302.8,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,279.1,0.8,N
42.25177,-83.12679,296.9,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,278.4,1.2,N
42.24403,-83.1394,326.6,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,278.8,3.7,N
40.82881,-72.951,296,0.41,0.37,2018-07-13,0654,N,nominal,1.0NRT,285.7,0.3,N
40.63754,-74.22073,310,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,295.4,1.2,N
40.63676,-74.21616,306.1,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,291.4,1.2,N
40.90403,-75.89688,302.1,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,285.5,0.3,N
40.90075,-75.89776,303.2,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,284.3,0.5,N
40.80859,-75.58632,306.1,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,287.3,0.9,N
40.74899,-75.27321,296.7,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,283,0.5,N
40.72962,-75.30205,305.2,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,290.3,1,N
41.47224,-81.66751,306.5,0.57,0.43,2018-07-13,0654,N,nominal,1.0NRT,290,1.9,N
40.48138,-74.32364,307.7,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,288.4,1,N
40.48061,-74.31909,303.6,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,289.7,0.2,N
41.46494,-81.67588,335,0.57,0.43,2018-07-13,0654,N,nominal,1.0NRT,293.7,6.2,N
41.46094,-81.67658,308.3,0.57,0.43,2018-07-13,0654,N,nominal,1.0NRT,289.3,6.2,N
40.48144,-74.38572,302.9,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,288.5,0.5,N
41.45294,-81.67799,327.2,0.57,0.43,2018-07-13,0654,N,nominal,1.0NRT,290.6,4.5,N
40.6215,-75.30557,297.6,0.38,0.36,2018-07-13,0654,N,nominal,1.0NRT,286.6,0.3,N
40.89336,-77.71269,299,0.41,0.37,2018-07-13,0654,N,nominal,1.0NRT,282.8,0.8,N
40.8927,-77.70787,305.9,0.41,0.37,2018-07-13,0654,N,nominal,1.0NRT,283,0.8,N
41.56735,-84.04822,320.2,0.5,0.49,2018-07-13,0654,N,nominal,1.0NRT,282.8,2.2,N
41.56783,-84.0543,299.6,0.5,0.49,2018-07-13,0654,N,nominal,1.0NRT,281.3,2.2,N
41.56687,-84.04215,309.5,0.5,0.49,2018-07-13,0654,N,nominal,1.0NRT,282.1,2.1,N
41.21861,-80.50923,302.6,0.51,0.41,2018-07-13,0654,N,nominal,1.0NRT,288.7,1.5,N
40.67149,-76.38053,304.2,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,288.2,0.6,N
41.46708,-83.36807,324.1,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,288.1,3,N
41.46271,-83.36873,299.3,0.46,0.47,2018-07-13,0654,N,nominal,1.0NRT,286.7,1.2,N
41.67959,-87.42082,312.9,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,288.6,2.3,N
41.67484,-87.43525,306.8,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,287.4,1.4,N
41.67075,-87.46345,305.4,0.38,0.58,2018-07-13,0654,N,nominal,1.0NRT,287.1,1.2,N
41.67053,-87.45879,304.7,0.38,0.58,2018-07-13,0654,N,nominal,1.0NRT,286.9,1.2,N
41.6703,-87.45415,311.9,0.38,0.58,2018-07-13,0654,N,nominal,1.0NRT,287.1,1,N
41.67008,-87.44955,301.5,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,287.4,1,N
41.66621,-87.48251,303.7,0.38,0.58,2018-07-13,0654,N,nominal,1.0NRT,289.1,1.6,N
41.66464,-87.45004,302.2,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,287.9,0.9,N
41.66352,-87.42696,316.8,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,287.4,1.8,N
41.66329,-87.4224,319.5,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,287.6,1.8,N
41.64389,-87.14241,319.7,0.36,0.57,2018-07-13,0654,N,nominal,1.0NRT,285.6,2.6,N
41.64367,-87.13794,309,0.36,0.57,2018-07-13,0654,N,nominal,1.0NRT,285.9,1.4,N
41.64344,-87.13348,313.6,0.36,0.57,2018-07-13,0654,N,nominal,1.0NRT,285.7,1.4,N
41.63808,-87.13389,323.3,0.36,0.57,2018-07-13,0654,N,nominal,1.0NRT,285.8,3.6,N
41.63854,-87.14286,310.3,0.36,0.57,2018-07-13,0654,N,nominal,1.0NRT,286.1,1.6,N
41.64091,-87.41072,307.3,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,286.9,1.2,N
41.62783,-87.14388,313.4,0.36,0.57,2018-07-13,0654,N,nominal,1.0NRT,285.7,1.6,N
41.62635,-87.334,305.9,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,285.9,1.2,N
41.62159,-87.3481,313.3,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,286.6,1.7,N
41.62094,-87.3344,305.1,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,286.5,1.2,N
41.62072,-87.32983,310.8,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,286.7,1.5,N
41.61532,-87.33034,313,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,286.8,1.5,N
41.61906,-87.33385,307.2,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,286.3,2.3,N
41.61882,-87.3293,314.4,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,286.9,1.1,N
41.61341,-87.32981,305.1,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,286.1,1.1,N
41.5672,-87.27507,303.8,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,284.2,0.8,N
41.5618,-87.27552,367,0.37,0.58,2018-07-13,0654,N,high,1.0NRT,286,6.7,N
41.56204,-87.28007,302.1,0.37,0.58,2018-07-13,0654,N,nominal,1.0NRT,283.7,6.7,N
41.36913,-84.92027,305.6,0.55,0.51,2018-07-13,0654,N,nominal,1.0NRT,281.8,1.1,N
41.36867,-84.91357,299.4,0.55,0.51,2018-07-13,0654,N,nominal,1.0NRT,284.3,1.1,N
41.36439,-84.92091,303.6,0.55,0.51,2018-07-13,0654,N,nominal,1.0NRT,283,1.1,N
41.2237,-83.20764,322.5,0.45,0.47,2018-07-13,0654,N,nominal,1.0NRT,289.5,3.5,N
41.36894,-84.91922,307.7,0.55,0.51,2018-07-13,0654,N,nominal,1.0NRT,283.3,2.5,N
41.22709,-83.20762,308.5,0.45,0.47,2018-07-13,0654,N,nominal,1.0NRT,288.6,1.5,N
41.3642,-84.91985,305.3,0.55,0.51,2018-07-13,0654,N,nominal,1.0NRT,282.1,2.5,N
41.22277,-83.20824,310.1,0.45,0.47,2018-07-13,0654,N,nominal,1.0NRT,287,1.5,N
40.02492,-74.24956,301,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,288.8,0.3,N
40.79596,-79.6974,296.6,0.47,0.39,2018-07-13,0654,N,nominal,1.0NRT,286.4,0.2,N
41.41251,-88.18358,300.3,0.41,0.6,2018-07-13,0654,N,nominal,1.0NRT,288.2,1.3,N
40.23144,-76.83978,317.3,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,291.5,1.5,N
40.78292,-81.39451,311.7,0.55,0.42,2018-07-13,0654,N,nominal,1.0NRT,288.8,1.9,N
41.12111,-85.3501,309.3,0.58,0.52,2018-07-13,0654,N,nominal,1.0NRT,282.3,2.5,N
40.7589,-81.43209,306.5,0.55,0.43,2018-07-13,0654,N,nominal,1.0NRT,286.5,1.3,N
40.75566,-81.43935,307.1,0.55,0.43,2018-07-13,0654,N,nominal,1.0NRT,288.3,1.6,N
40.75499,-81.43279,315,0.55,0.43,2018-07-13,0654,N,nominal,1.0NRT,286.8,1.3,N
39.90806,-75.21096,304.6,0.39,0.36,2018-07-13,0654,N,nominal,1.0NRT,292.8,1.4,N
41.18295,-87.86012,304.6,0.39,0.59,2018-07-13,0654,N,nominal,1.0NRT,287,1.1,N
41.17741,-87.86064,301.4,0.39,0.59,2018-07-13,0654,N,nominal,1.0NRT,286.5,1.1,N
40.13868,-77.50677,306.1,0.4,0.37,2018-07-13,0654,N,nominal,1.0NRT,287.7,0.7,N
